timestamp_ms,timestamp_iso,angleID,angle_deg
1780992410014,2026-06-09T08:06:50.014Z,left_knee,18.14
1780992410035,2026-06-09T08:06:50.035Z,left_knee,18.84
1780992410055,2026-06-09T08:06:50.055Z,left_knee,18.22
1780992410076,2026-06-09T08:06:50.076Z,left_knee,20.01
1780992410096,2026-06-09T08:06:50.096Z,left_knee,20.35
1780992410117,2026-06-09T08:06:50.117Z,left_knee,20.17
1780992410137,2026-06-09T08:06:50.137Z,left_knee,21.26
1780992410158,2026-06-09T08:06:50.158Z,left_knee,19.29
1780992410178,2026-06-09T08:06:50.178Z,left_knee,21.6
1780992410199,2026-06-09T08:06:50.199Z,left_knee,21.81
1780992410219,2026-06-09T08:06:50.219Z,left_knee,21.78
1780992410240,2026-06-09T08:06:50.240Z,left_knee,20.35
1780992410260,2026-06-09T08:06:50.260Z,left_knee,21.0
1780992410280,2026-06-09T08:06:50.280Z,left_knee,20.06
1780992410301,2026-06-09T08:06:50.301Z,left_knee,18.65
1780992410321,2026-06-09T08:06:50.321Z,left_knee,16.62
1780992410342,2026-06-09T08:06:50.342Z,left_knee,18.52
1780992410362,2026-06-09T08:06:50.362Z,left_knee,18.46
1780992410383,2026-06-09T08:06:50.383Z,left_knee,16.6
1780992410404,2026-06-09T08:06:50.404Z,left_knee,16.02
1780992410424,2026-06-09T08:06:50.424Z,left_knee,13.24
1780992410444,2026-06-09T08:06:50.444Z,left_knee,13.81
1780992410465,2026-06-09T08:06:50.465Z,left_knee,12.93
1780992410485,2026-06-09T08:06:50.485Z,left_knee,11.85
1780992410505,2026-06-09T08:06:50.505Z,left_knee,9.84
1780992410526,2026-06-09T08:06:50.526Z,left_knee,10.1
1780992410546,2026-06-09T08:06:50.546Z,left_knee,7.33
1780992410567,2026-06-09T08:06:50.567Z,left_knee,8.32
1780992410587,2026-06-09T08:06:50.587Z,left_knee,6.16
1780992410607,2026-06-09T08:06:50.607Z,left_knee,5.28
1780992410628,2026-06-09T08:06:50.628Z,left_knee,3.58
1780992410648,2026-06-09T08:06:50.648Z,left_knee,0.56
1780992410668,2026-06-09T08:06:50.668Z,left_knee,1.46
1780992410689,2026-06-09T08:06:50.689Z,left_knee,0.94
1780992410709,2026-06-09T08:06:50.709Z,left_knee,2.51
1780992410730,2026-06-09T08:06:50.730Z,left_knee,2.93
1780992410750,2026-06-09T08:06:50.750Z,left_knee,2.71
1780992410770,2026-06-09T08:06:50.770Z,left_knee,5.92
1780992410791,2026-06-09T08:06:50.791Z,left_knee,5.13
1780992410812,2026-06-09T08:06:50.812Z,left_knee,6.35
1780992410832,2026-06-09T08:06:50.832Z,left_knee,8.53
1780992410852,2026-06-09T08:06:50.852Z,left_knee,10.94
1780992410873,2026-06-09T08:06:50.873Z,left_knee,13.0
1780992410893,2026-06-09T08:06:50.893Z,left_knee,11.06
1780992410913,2026-06-09T08:06:50.913Z,left_knee,14.28
1780992410933,2026-06-09T08:06:50.933Z,left_knee,15.3
1780992410953,2026-06-09T08:06:50.953Z,left_knee,14.84
1780992410974,2026-06-09T08:06:50.974Z,left_knee,16.62
1780992410994,2026-06-09T08:06:50.994Z,left_knee,17.86
1780992411014,2026-06-09T08:06:51.014Z,left_knee,19.22
1780992411035,2026-06-09T08:06:51.035Z,left_knee,20.66
1780992411055,2026-06-09T08:06:51.055Z,left_knee,18.2
1780992411076,2026-06-09T08:06:51.076Z,left_knee,19.79
1780992411096,2026-06-09T08:06:51.096Z,left_knee,19.41
1780992411116,2026-06-09T08:06:51.116Z,left_knee,21.0
