timestamp_ms,timestamp_iso,angleID,angle_deg
1780996627134,2026-06-09T09:17:07.134Z,left_knee,22.1
1780996627154,2026-06-09T09:17:07.154Z,left_knee,21.21
1780996627174,2026-06-09T09:17:07.174Z,left_knee,21.35
1780996627195,2026-06-09T09:17:07.195Z,left_knee,20.78
1780996627215,2026-06-09T09:17:07.215Z,left_knee,19.56
1780996627236,2026-06-09T09:17:07.236Z,left_knee,20.91
1780996627256,2026-06-09T09:17:07.256Z,left_knee,22.06
1780996627277,2026-06-09T09:17:07.277Z,left_knee,19.66
1780996627297,2026-06-09T09:17:07.297Z,left_knee,18.37
1780996627317,2026-06-09T09:17:07.317Z,left_knee,17.5
1780996627338,2026-06-09T09:17:07.338Z,left_knee,17.08
1780996627358,2026-06-09T09:17:07.358Z,left_knee,18.21
1780996627378,2026-06-09T09:17:07.378Z,left_knee,15.17
1780996627399,2026-06-09T09:17:07.399Z,left_knee,14.51
1780996627419,2026-06-09T09:17:07.419Z,left_knee,15.54
1780996627440,2026-06-09T09:17:07.440Z,left_knee,14.89
1780996627460,2026-06-09T09:17:07.460Z,left_knee,12.36
1780996627481,2026-06-09T09:17:07.481Z,left_knee,11.64
1780996627501,2026-06-09T09:17:07.501Z,left_knee,7.93
1780996627522,2026-06-09T09:17:07.522Z,left_knee,8.32
1780996627542,2026-06-09T09:17:07.542Z,left_knee,7.81
1780996627563,2026-06-09T09:17:07.563Z,left_knee,5.31
1780996627583,2026-06-09T09:17:07.583Z,left_knee,5.44
1780996627603,2026-06-09T09:17:07.603Z,left_knee,3.66
1780996627624,2026-06-09T09:17:07.624Z,left_knee,2.32
1780996627644,2026-06-09T09:17:07.644Z,left_knee,1.97
1780996627664,2026-06-09T09:17:07.664Z,left_knee,1.47
1780996627685,2026-06-09T09:17:07.685Z,left_knee,3.06
1780996627705,2026-06-09T09:17:07.705Z,left_knee,1.32
1780996627725,2026-06-09T09:17:07.725Z,left_knee,4.21
1780996627745,2026-06-09T09:17:07.745Z,left_knee,5.09
1780996627766,2026-06-09T09:17:07.766Z,left_knee,7.37
1780996627787,2026-06-09T09:17:07.787Z,left_knee,10.24
1780996627807,2026-06-09T09:17:07.807Z,left_knee,7.95
1780996627827,2026-06-09T09:17:07.827Z,left_knee,10.42
1780996627848,2026-06-09T09:17:07.848Z,left_knee,10.97
1780996627869,2026-06-09T09:17:07.869Z,left_knee,13.44
1780996627889,2026-06-09T09:17:07.889Z,left_knee,15.23
1780996627909,2026-06-09T09:17:07.909Z,left_knee,12.8
1780996627930,2026-06-09T09:17:07.930Z,left_knee,15.74
1780996627951,2026-06-09T09:17:07.951Z,left_knee,17.56
1780996627971,2026-06-09T09:17:07.971Z,left_knee,15.98
1780996627992,2026-06-09T09:17:07.992Z,left_knee,19.12
1780996628012,2026-06-09T09:17:08.012Z,left_knee,17.56
1780996628032,2026-06-09T09:17:08.032Z,left_knee,20.83
1780996628052,2026-06-09T09:17:08.052Z,left_knee,20.92
1780996628072,2026-06-09T09:17:08.072Z,left_knee,21.0
1780996628093,2026-06-09T09:17:08.093Z,left_knee,20.48
1780996628113,2026-06-09T09:17:08.113Z,left_knee,20.76
1780996628133,2026-06-09T09:17:08.133Z,left_knee,21.53
1780996628154,2026-06-09T09:17:08.154Z,left_knee,19.29
1780996628174,2026-06-09T09:17:08.174Z,left_knee,20.91
1780996628195,2026-06-09T09:17:08.195Z,left_knee,21.58
1780996628216,2026-06-09T09:17:08.216Z,left_knee,21.36
1780996628236,2026-06-09T09:17:08.236Z,left_knee,20.5
1780996628256,2026-06-09T09:17:08.256Z,left_knee,20.14
